Classification	Tweet	id
	@sundarpichai Google is not letting contractors abroad work from home??? Does Google want claims from Corona victims because they or their families got sick? G'gle managers think of the business only? Google asks their "own' employees to work from home but "scr# the rest? WTF!	1238465130385596424
	This. This is the point. This is why you get your #FluShot, why you wash your hands, stay home when sick; because we all share one healthcare system. #COVID19, #influenza, #Cancer, #Trauma etc...one system shared by all. #FlattenTheCurve @SiouxsieW  https://t.co/VMENy4Y1IB	1236770412568236038
	The #economics of #coronavirus.  It’s crucial that clients know you keep sick staff paid while keeping your business virus free. In Econ &amp; Personal Finance, we teach kids that environmental sustainability and social justice is good customer service. Let’s rise to this occasion. https://t.co/jvxVyg5qsF	1236859938653245442
	@malice_of_balor That was the same the democratic House member https://t.co/M2PLgz0o27 told about as he was infected with Corona, and had to drive 6 hours to be tested, as he was send home as he did not seem to be sick enough. He have told the whole story on CNN i think. he did have Corona.	1239650517183270912
	@realDonaldTrump Hey Donald! I saw the clips and your lips were moving when  your voice said that people go to work sick and get well from the coronavirus. The Fake News here is your denial!	1236760744512720896
	@OhMyWonderland @sooahope @conageddon cons are literally breeding grounds for illness. you could do everything right &amp; still get sick because there are hundreds if not thousands of people surrounding you in an in closed area. this con is putting lives at risk. have a corona good time!	1237095045620269061
	My kids don’t play tag anymore at school.  Because, for social distancing and all. Instead they now play “coronavirus” where object is to get close to someone and cough near them. You’re “out” if you get coughed on.   Heartwarming and tragic at the same time.	1238908512417329158
	@LaylaAlisha11 @Jali_Cat @ewarren @SenWarren @TheDemocrats @CBP Will you still stand with him when the uninsured and low-paid workers go to work sick with the coronavirus. My guess is you will, because you don't care about children in cages, and you don't care about the sick. Disgusting.	1233409050987126786
	Confused?  Why do u need a test to confirm your symptoms? If u think u have #COVID19, quarantine yourself.  There's no treatment you're missing out on.  If you're case is really serious, go to a hospital.	1238780552750280704
	Making Coronavirus Patients Pay for Care Would Be Sick https://t.co/Ru7smlG2l4 via @thedailybeast	1237157299447349248
	Don’t cough around Alexa.   #Coronavid19  #Coronavirus #Corona	1233542732011966473
	In #dogs and #cats, the symptoms vary depending on the strain, but generally coronaviruses target epithelial cells. The #spike protein dictates what cells (and from what host) the #virus can infect. Part of the kennel cough complex in dogs: canine respiratory corona.	1234337260264280065
	AS RECEIVED: The new  coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!  Taiwan experts	1233212908378742784
	#HiByeMama shooting stopped as crew undergoes test for #coronavirus following symptoms of virus #HiByeMamaNetflix  #KimChungHa #CoronavirusOutbreak  #CoronavirusSouthKorea   https://t.co/nhiLvcyfgW	1234022864820424705
	do i go to the stand up open mic tonight even tho im getting sick and am a lil sniffly 🤧 i dont have any corona material prepared 😖	1237470549514883074
	@etiennep04 I have a small cough and every time I make any noise people look @ me like I’m the embodiment of corona	1237411393382596609
	I’m a use the coronavirus as grounds to get my ex back. “Baby if I die from being sick I want it to be from being sick of your dumb ass, plz come home”	1237710321248174082
	#CoronavirusIndia: COVID-19 outbreak has further hit the possibility of economy revival  https://t.co/AoR623Ev9d	1234748014821928961
	@mimibeck617 i think i had it months ago, they called it resp infect / bronchitis/ pneumonia but did no tests at all. I was sick for 3 months all the same symptoms as corona ..thought i was going to die it was bad.	1236859633106440197
	@GeoffNorcott I'm sick of this coronavirus nonsense. I've washed my hands of it.	1236817466862505986
	Panic destroys rational thought. Think, look around, what is different from yesterday other than your neighbor has a mountain of TP and an ocean of hand sanitizer. Fear replaces nothing, only gives rise to more panic. Yes people will get sick always have, #COVID19 or not. 🙏🇺🇸 https://t.co/rxqf60HdC1	1238607901482274817
	so the whole of joburg is sick at home today &amp; the rest of the world has the corona virus .... i guess for once i’m happy to say that SA wins 🤩	1234797386742091776
	Got sick leave #OliveGarden? &gt; Free breadsticks during a #coronavirus outbreak by @JuddLegum https://t.co/gvfHQSM39E	1237030877064040457
	right now some Deplorable with a persistent cough is driving a crappy car on crumbling roads past abandoned storefronts to a low-paying job and nodding his head in agreement as he hears on wingnut radio about how this 'coronavirus impeachment scam' is just another democrat hoax	1237379154162704387
	Millions of U.S. workers have no paid sick time. How do you convince them to stay home amid the coronavirus outbreak? https://t.co/5vcuwArn3K	1237373951891955716
	@BorisJohnson If you have symptoms of coronavirus, it’s important that you incubate at home for seven days then come out to help infect your friends and neighbours.  More info: https://t.co/K3B7bTxX8n	1238736597287305216
	I believe Quincy had Corona when he was sick a few weeks ago, but I'm no doctor.	1237916181593546754
	@ChuckCallesto @realDonaldTrump Trump’s coronavirus fears have spread through the WH   Trump told aides he’s afraid journalists will try to purposefully contract coronavirus to give it to him on Air Force One  Trump asked Secret Service to set up screening program and bar anyone who has a cough from the WH	1237119008912158720
	Symptoms, no sympoms. Tests, no tests. Responsible, not responsible. This is the most dangerous, mixed-messaged, press conference I have ever seen.  Make no mistake, this “President” is going to get us all killed. #coronavirus #Idiocracy	1238565056691884032
	California mega-church stops visiting hospital to ‘faith heal’ the sick, citing coronavirus https://t.co/Q0pum1OUEq	1237340243826806786
	A lot of people might need more clarity (I know I do) on, how to differentiate between common cold/flu and symptoms of Coronavirus.  I wish subject matter experts (Pulmonologists or related), would do a thread on that too.	1235203737435725824
	MUST READ: It takes an average of 5 days for coronavirus symptoms to show, new study says. https://t.co/iDgUVJw5lA	1237321457329455106
	Mess around with a little chest cough and all of a sudden you got the corona 🙄🤦🏼‍♀️	1237177024671858689
	@realDonaldTrump @KellyannePolls @EricTrump @DonaldJTrumpJr I see where some research shows promise for a treatment for virus but a ways out. Can't those who are really sick from corona virus use 'right to try' to cut through the bureaucratic backlog?	1236892856515727360
	Michigan's paid sick leave policies are dangerous during coronavirus https://t.co/AaJwWRVzw5	1239530809289302017
	Coronavirus symptoms: The one easily missed sign of the deadly virus you need to know https://t.co/4xGzRBi4wv https://t.co/KPtVPCguRv	1237011191207247875
	On the issue of coronavirus testing: will prioritize for individuals who had close contact with someone with COVID-19; people from areas with a lot of virus cases. And those with respiratory symptoms.	1239199302892818432
	hot take: if you wear a mask/safety suit in public and you're not sick, you're annoying and taking resources away from people who really need them and you deserve to be shamed just as much the stupid people that avoid corona beer and chinese restaurants	1237424516206407680
	#Japan #COVID19 cases: #Osaka government official https://t.co/DCGdQTvIRi page 4 3/6 CF 🇸 : Soap opera classics 30s woman. 2/23 🇸  Date: ? Nasal symptom, Itchy eyes 60s man. His family member 2/23 🇸  No symptoms 50s nurse. 3/2 She has contact with case of 🇸 at 🏥 No symptoms https://t.co/KOvvWcNGHk	1237370711246663680
	#DC health official morons refused RX to woman w/symptoms cause hard to contract on airplane??? The ideal environment for virus to bake? Idiots! Drop absurd conditions ⁦@MayorBowser⁩ It’s a fucking pandemic. #PandemicPreparedness  #COVID19US  https://t.co/djgtwXFY2N	1236824624165519361
	@DearAuntCrabby You don’t get covid19 from the air. Someone has to cough or sneeze on you-the virus is in the droplets that land on you.	1235417186723749888
	You think most people can afford to not work for weeks while being sick with the #coronavirus? Nope.	1237109817396858885
	@enosarris If you have no fever or shortness of breath it’s not the coronavirus. Feel better!!!	1237197124250546176
	@LeVautry im talking coronavirus SICK	1233274711557246976
	My fucking healthcare clinic workplace is freaking it about coronavirus and forcing people to go home when they’re a little bit sick which like would be cool if the majority of us weren’t paid hourly and on very limited sick time	1235269070741741568
	@DonaldJTrumpJr Daddy looks extremely sick he looks like he had another stroke the coronavirus or he just had a mental breakdown again possibly all of the above he’s extra red probably running a fever.” His speech is slurred he can’t remember words he has tremors he can’t sit still he’s sick.”	1237519977105612800
	quite a few replies over Boris's covid19 "cull the sick/old/ disabled".  Many of them, arguing its "only" the elderly, sick and disabled.  Fact is while thats mostly true re mortality, forgets one thing, healthy survivors with lung damage for life, and the dead fit and healthy.	1237299945910292480
	I get a little sick and start thinking I have the corona virus 🤣🤣	1233395770260213760
	@45SaltLife45 @Dr_RaymondGonzo @barstoolsports The flu kills 0.1% of people it infects, largely the very young, very old, and very sick. COVID19 kills 3.4%, still mostly from those three groups but a surprising number of otherwise healthy adults in their prime. 🤷‍♂️	1235984729826091011
	🚨BREAKING: Trump’s DOJ has “told all judges and staff members...that all coronavirus posters, which explain in English and Spanish how to prevent catching and spreading the virus, had to be removed immediately.”  They want migrants to get sick. https://t.co/Ve09TNziFn	1237360739624648704
	Amazon is giving paid sick leave to all employees diagnosed with coronavirus https://t.co/3LZRSLEvPi via @Verge	1239065034640125953
	Coronavirus symptoms: What are they and how to protect yourself https://t.co/VNYuXCvkQP	1235622160980480002
	I believe there has been 10's of thousands of Americans that have had or been exposed to COVID19 since Oct/Nov '19. Neg test for flu but flu like symptoms. Diagnosis, Rhino virus. Diagnosis by exclusion.	1239145956635037697
	We will have to shut everything down. Stat sick pay will cost the UK 3 billion a week 🤢 coronavirus is going to be ruin us and the world for 10 years 😶	1239858286536597504
	im getting sick and now im gonna do everything in my power to make sure i get the coronavirus so my district can get shut down	1237380586710450176
	BBC News - Coronavirus: Up to fifth of UK workers 'could be off sick at same time' https://t.co/XTQtj6DoJC #COVID19	1234839935145869312
	This is URGENT: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/rM8K4Jfrmu	1235617361228521472
	@morningmika Donald Trump's COVID-19  Problem Solved!  Prison Ships are the answer to Coronavirus! Put sick &amp; infected on barges and float them out to sea. McDonald's can provide meals using drones. It will be great for the economy and every person removed will make MY NUMBERS look better!	1236987712789532674
	After several years of grooming the public to fear infection and believe in vaccination, press has the hype at fever pitch. The most dangerous thing about coronavirus is the hysteria https://t.co/vDmLcYZdpR	1233548539482890240
	emergency legis. @SpeakerPelosi &amp; @SenSchumer need to fight for is covering people who don’t have paid sick leave to stay home when Dx w #COVID19 &amp; insuring they cannot be fired. I’m an independent contractor &amp; I do not pay my mortgage if I don’t go to work. I work in healthcare	1236717510130405376
	Would deffo take one for the team if I got coronavirus virus and cough straight in Boris Johnsons' fat face	1237809057915944961
	I’m getting sick of hearing about CoronaVirus. More I hear about it the more paranoid I get.	1237740814178168832
	The coronavirus highlights the sick leave paid: health or a salary? https://t.co/JRfx0rqkWA https://t.co/kET2CJjXmu	1237223262976970752
	When corporate America is more progressive than progressive mayors.  https://t.co/pPp2FOhOJC	1237571372311666691
	This is irresponsible @nycHealthy! NYC teacher traveled to Italy, now has symptoms of #coronavirus but hospital won't test him b/c he's not elderly or immunosuppressed?  No one at his school has been informed either? https://t.co/5dG7DdPUr5 Get your act together! via @THECITYNY	1235274381485584388
	Another attack of the Deep State! Any common sense person would have questioned sending sick and well individuals on same plane. Fire this idiot NOW! https://t.co/hTVcpuvFn6	1234286447093522432
	Sick Bastards! #VoteBlue2020  Donald Trump Jr. just said something unreal about Democrats and the coronavirus https://t.co/SZYWLAckPt	1233461925591371776
	Jan 31, 2020 Senate trial + Q #3815 Video of #Pelosi heckled in Q’s drop  Feb 5, 2020 #Trump #acquittedforlife   #Mulvaney ties #Coronavirus to #Impeachment  Q #3724 These people are sick.  We, the People, are the cure.   🛑THIS IS NOV 2020 ELECTION INTERFERENCE at EXPENSE of US https://t.co/ivPIy46IjG	1235632597411065856
	Nigeria is already dealing with a deadlier viral outbreak than the coronavirus epidemic https://t.co/hXh4DmgF9n #SmartNews	1236791743997075456
	@WithinHeavyRain I you sick with the corona virus? Please tell me what happened?	1237846157692260362
	Day 3 doesn't even leave the house. And I'm getting sick of it. Fucking corona!	1239520438138486784
	Of all the forms taken by the racialisation of coronavirus, the rumour that black people are immune counts amongst the most bizarre https://t.co/6sWDMziVEi	1239717083547439104
	Me: maybe I was wrong about ol’ Nancy. She really got it done.   *two days later*  Me: oh lol   https://t.co/XcbyuBwE1M	1238881572201299970
	Fun fact: the elderly are not the only ones at risk. I am under 30 and at a massive risk to get extremely sick from coronavirus. Another fun fact: Tr*mp is an idiot. G’night.	1237910208833257473
	Doug Ford’s sick day policy is dangerous as coronavirus looms https://t.co/BWWGklkDkK via @torontostar	1234854852666232833
	@jeremyscahill @davidsirota I bet the Biden base will feel that sense of urgency when Bernie's younger base gets coronavirus and feels sick for a week then gets better, while they're all dying off like it's the plague. Our government has gone full Baghdad Bob on this	1237375486101241857
	Adventist Health Tulare patient in isolation as precaution for Coronavirus symptoms - Mar 1 @ 7:02 PM ET https://t.co/emlsN5yOiG	1234268376903684098
	Soo if The corona virus is like the flu, just take some cough syrup. I’d advise to listen to rappers at this moment👀	1238084588204888065
	Nancy Pelosi’s St. Helena vineyard has a pool, a tennis court, and is situated alongside the Napa River. Currently valued around $25,000,000. Do her employees get paid enough sick leave to get through the #Covid19 pandemic? https://t.co/V1P3bKREs3	1239251488695713792
	@kilIthatIove it makes me sick winner gets a cb and for what.... why aren’t they postponed for corona idgi	1237906807957438465
	I don't get why people think they shouldn't be worried about coronavirus. Sure it's probably not a worldending thing but it's important to look after yourself. Especially when the outcome of getting sick is either death or being out of commission for weeks or even months.	1233785982354411520
	Gov. Beshear urges Kentucky employers to offer paid sick leave amid coronavirus fears https://t.co/X1FJ7YESRr via @courierjournal	1234968906453876738
	Don't panic &amp; don't make the coronavirus crisis all about yourself. It is about protecting the elderly &amp; the vulnerable. Take precautions and if you think there's any chance you're sick, dont freak out but DO stay home. Not for yourself, but for others. We can get through this.	1237364939943223296
	Update: so far I have no symptoms or anything to indicate I have Corona. I have however been to almost every hotspot so I need to quarantine to be sure.	1239028856662548480
	@realDonaldTrump There’s 7.7 billion people in the world. Approximately 89,000 people have been infected by the coronavirus. 89,000 is 0.0011558441558442% of 7.7 billion. The odds of you getting sick from the Coronavirus are next to nothing at this time. Don’t let the media hype scare you.	1233260522184888320
	One of the best things you can do to fend off the coronavirus, or COVID-19, is to stay home when you’re sick. Problem is, millions of working Americans don’t get paid sick days. https://t.co/5YjIK84X4g via @HuffPostPol	1233578747372040194
	I need to cough so bad but I feel like everyone’s gonna think I have the coronavirus.	1237056433218338821
	Coronavirus generally 'causes symptoms within five days' https://t.co/w5u4QWhKDu via @Yahoo	1237431667934900224
	Everytime I sneeze at work everyone looks at me like I have the corona virus and I have to literally say “IM NOT SICK I JUST SNEEZED”	1237698168097300480
	Millennials eat ass. Millennials aren't getting sick. Maybe they are on to something. #coronavirus	1238258389442060289
	Seattle woman with coronavirus symptoms shares her infuriating attempts to get tested https://t.co/EmZdTZsG21	1235006385261367298
	@GroundThing @briebriejoy @TheMarieFonseca I believe people are responsible than you think. employers are certainly not letting it happen and I'm curious why you would. are you really working with sick people? are they just telling you they have the regular flu and not coronavirus? and you're cool with that?	1236872102634033152
	Imagine if one of the symptoms of coronavirus was explosive diarrhea 🤔 https://t.co/GWO8nFb73g	1237414417006018566
	@may_carlen Home and sick, but not with corona. 😢	1238980225159045121
	.@Everton have announced that they have placed its entire first-team squad and coaching staff into self-isolation as a precaution after a first-team player was showing symptoms of coronavirus. https://t.co/pgQgOiKhSp	1238434637044727814
	Bump up your hygeine, stay healthy, and visit the doctor if you feel any symptoms. The chances of you dying from a car crash because you’re browsing for coronavirus updates is way higher than the chances of you getting the virus and dying.	1237381829902172160
	I really don’t understand how managers can be annoyed at you for being sick? Like, I never call in sick for work. And now I’ve been stuck in bed for days, in pain and he’s annoyed that I’m not working, even with corona virus spreading every where?	1238091726528659459
	@JacksInkyArm I had strep throat 3 weeks ago, no coughing, no sneezing just fever &amp; no voice and Pharmacist was so busy asking me if I had Coronavirus that she messed up my script.🙄 Hope you feel better soon.	1236166324600045569
	@erik0015 Hi Erik, Theraflu does not protect against coronavirus. If you are experiencing flu-like symptoms please contact your doctor before using Theraflu.	1237117533548941327
	@RepSpeier NUTS! Demands @realDonaldTrump stop his rallies due to coronavirus. BUT, not Bernie &amp; Biden's. Democrats won't catch virus?????😜 #MAGA  wash hands cover nose/mouth when sneeze/cough avoid sick people like the plague stay home if sick NO REASON TO HOARD TOILET PAPER!	1237219062884827136
	#CoronavirusOutbreak | Kerala has also found 13 others showing symptoms. They had interacted with 5 who tested positive a day ago  (report by @mknid)  https://t.co/m3wKzr9JBK	1236903799022702593
	*Dua time* May Allah protect &amp; keep all our families safe during this difficult time with the coronavirus. May your parents always be happy &amp; healthy. We ask Allah to bless the young, the old, the healthy &amp; the sick. Stay positive, we’ll get through this Insha’Allah :) Ameen!	1238851746224582661
	Coronavirus Interpreters: 'What are the symptoms?', 'Is there a cure?' And other COVID-19 questions answered #CoronaVirus #SevenSenseTech https://t.co/UW0wTOaZ2g https://t.co/xhJMScaBS8	1235196254822576129
	Fake News and the DemocRATS are spreading FEAR and then TRAVELING to spread the CoronaVirus  Why are DemocRAT Cities and States being HIT the Hardest?  DemocRATS won't stay home when they are sick sharing their EVIL Corruption to the heart of America Sedition against America	1237890179613900800
	If the coronavirus means I don't have to go to work and the gym won't be busy then I'm all for it tbh. I'll take a fever and a blocked nose	1237140278307426304
	Leo....for goodness  sake have some sense and call off the St. Patricks Day Parade non sense and show some leadership.  Mass gatherings and Covid-19: Don't attend if sick and consider your plans if you're in an 'at risk' group https://t.co/j1souhXMim	1236288603703201800
	@Trinitydraco1 I don't know if testing is the key to stopping the spead - seems with #coronavirus it spreads before you have symptoms, but you can definitely identify large clusters to attempt isolation and cut down on the spead out of the cluster.	1237143802353156096
	The dead, mostly elderly and with underlying health problems, are buried quickly without ceremony to mitigate the risk of infection posed by their corpses. The living have become wary of those with even the slightest cough: https://t.co/ahTpgEZkQl	1236156620360552448
	2/ South Korea is seeing successful containment. They did things right.  People carry this thing without symptoms for 14 days, spreading it around. Some don’t show symptoms at all. Waiting for signs of illness will be too late. #Corona #coronavirus #Covid_19	1237933747384782851
	Oh wow I feel attacked https://t.co/NNnRoNPSmT  (Also full of knowledge because this is a v helpful article) @TB_Times	1234660993562578946
	Coronavirus Cruise Ship Patient Held In Isolation Describes Symptoms https://t.co/zWywKuhRv9	1237440619133444104
	Gn FT. Say it back and you will receive Corona Virus symptoms tomorrow.	1237145640792207362
	Coronavirus: Deaths in Iran Rise to 54 as Global Outbreak Worsens https://t.co/ALjcVKfl2t	1234148984278511616
	#SouthAfrica's first case of #coronavirus was a male citizen  who passed through the main O.R. Tambo international airport on his way back from a trip to #Italy. He showed no symptoms on the way in. #ItalyCoronavirus	1235586087541772294
	Whoo. That's a big jump. The biggest yet, I think. "British health officials say the number of confirmed coronavirus cases in the UK has risen from 163 to 206, an increase of 63.” https://t.co/Ont9dM5OW1	1236299922212823040
	This is purely speculative, but I think the novel coronavirus is already being spread in communities on a macro level. They’ve already said that mortality rates may be skewed because of potential recoveries in people that were never tested because they had mild viral symptoms.	1236409733709475841
	I’m in a doctors office and every time I cough I feel like people think I have that corona thing	1235207196222332928
	@dianeh15285 @keithboykin No, I don't think they have disclosed who it was at CPAC that was sick... The death of 2 Florida residents with corona has happened, tho - but there isn't any proof Gaetz was in contact with those patients.  They are peddling this trope on twits that Gaetz isn't taking it serious	1237421415390994432
	Brexit delay: Lisa Nandy calls for transition period extension amid coronavirus outbreak https://t.co/djnsAR7gmF Her again... anything to slow down or stop brexit.. hope Boris tells her to do one !!!	1237191876576493576
	Just choked on my taboulé and ppl looked at me as if I had the coronavirus, bitch I'm not sick I'm just dumb !	1237347389788303362
	Some of the Facebook groups in are playing games like...  “I know someone who has coronavirus...” &amp; “The third person to pop up when you hit @ is who you’re stuck in quarantine with!”  I’m sick 😂	1238327746431979522
	@PatToomey Pass the #FamiliesFirst coronavirus bill. Paid sick leave and free testing is essential to stop the spreading. GOP stop dragging your heels, lives are on the line.	1238815719695024133
	Sick Leave Loopholes: 'There’s a Giant Hole in Pelosi’s Coronavirus Bill' - https://t.co/p6kOTViKBq via @commondreams	1238940844486356992
	I am officially sick of hearing about coronavirus. Is there a twitter notification that will alert me to when everyone stops freaking out about this?	1237115029725446144
	The way the coronavirus entered Nigeria is way too easy How can you not check new arrivals  at the Airport at this period of virus? Instead I heard what they do is give people forms to fill at Port Asking them when last they got sick Nonsense #coronavirusinlagos #COVID19	1233806934085718019
	@BC_265 $alizzleprime is my cashapp I’ve been sick with the flu and can’t go to work due to corona virus scares... please help me because. I won’t be able to pay rent without a weeks worth of pay	1237460877193830400
	@realDonaldTrump The CCP is commiting sick elderly genocide with the Coronavirus and is the reason they don't want anyone in and they are burning the dead bodies.   @StateDept @SenTomCotton	1234212164723990534
	I will pay anyone with covid19 symptoms to follow trump around at rallies HMU ppl my DMs are open https://t.co/z7Z1AQkqCE	1236495107291045890
	Famu: sends out coronavirus email    Me:*cough* *sniffle*   Bill:this bitch coughing   Robin:she got Corona   Mackenzie:Uhhhh   SHUT YALL ASS UPPPPPPP	1234553158363484160
	@charliekirk11 Great. A vaccine so people have an excuse not to wash their hands. You know if we treated flu season the same way have the coronavirus. A lot less people would be dying from the flu. Wash your hand and stay home when you’re sick. Simple.	1239547461967831041
	There are seriously people throwing fits about people who post or talk about something other than the Coronavirus. It's like hello people we need to have distractions bc if all we do is let this consume us, we are all not only going to be sick but we will be crazy on top of it	1238908371018932232
	If 60% of Seattle's population of 800,000 catch #coronavirus at a 3.4% death rate that means over 16,000 deaths. That's just Seattle. And it won't just be the sick or elderly.  #WashYourHands #seattlecoronavirus  #coronaviruswashington #CoronaVirusUpdate #CoronaAlert https://t.co/RvCDsmqt3b	1235209069821964289
	“If low-risk people don’t socially distance, then the entire containment process is not effective. Generally, there are fewer high-risk individuals — the sick and the elderly — and they don’t tend to move around as much as lower-risk individuals.” https://t.co/IPyZeup2VT	1238938967984267264
	4-Army's #COVID19 vaccine candidate "mutually supportive" but not duplicative to what NIH is working on (both target virus spokes that attach to get patient sick)5-Testing cycle's like this-small mice now, then bigger animals, then humans for safety, then humans for effectiveness	1235667920929386509
	I don’t get sick, which is why I’m not worried about this #Coronavirus.    Aside from the two heart attacks, the only time I got sick in recent memory was the time I had two large P’zones from The Pizza Hut. My toilet was nearly incinerated!	1235226397095981058
	Coronavirus is in Tennessee and Louisiana don't come to Mississippi I just got over sore throat and my dad's sick don't come to Mississippi I'm buying Lysol	1237348957975650306
	Health Care will become an even more prominent issue in this election due to the #Coronavirus.  Fact is so many uninsured won't go to the DR since they may not be able to pay for it, and/or go to work when sick.  #2020election	1237792200953651202
	What is #Coronavirus? Educating yourself about COVID-19 reduces anxiety and empowers you to prevent and protect yourself and your family from getting sick. Watch and share! https://t.co/9PW6dpI744	1237431020514955264
	Pope cancels second day of engagements after falling ill. He mingled with 40,000, kissing and hugging many. Oh dear !  https://t.co/rFBLsHR3ZS	1233367445890617345
	@knoweeknows @LakeWynonahPa The typical protocol since there are only a million tests available is to eliminate diseases with similar symptoms first. They don’t have a different treatment for coronavirus until you need a ventilator anyway.	1238263677649911814
	@drsanjaygupta 6 weeks ago I was hospitalized for a week with respiratory problems and being sick but there was no diagnosis based on available tests at the time.   Is there a way to tell if you used to have Coronavirus?	1239538078101811200
	.@whereisdaz watching your great coms. We need some more of your real world solutions! So... I put some of my science into action and here is my plan (with references) to help me prepare for when I get sick with #COVID19. https://t.co/iQea1JIgdz	1239135698768130050
	@luk_avi word on the street is you was sick today and it would be the day that I work! it better be corona cause I ain’t seen you in like a week!!!	1236781365326209024
	* 'It is likely that people you know will die': Coronavirus could be like 1918 flu pandemic, warns ex-CDC expert  The Independent * Coronavirus vs. the flu. It’s just like other viruses and we should go about our normal business, right? Wrong — here’s… https://t.co/fB3PvX8lFL	1237154207871819777
	via @NYTOpinion ⁦@SpeakerPelosi⁩  speaker Pelosi this is what gave rise to trump helping corporations over people! Fix this https://t.co/Zig14rvVA0	1239173926770683906
	CORONAVIRUS ALERT: Health officials are waiting to confirm the initial results and that the man’s symptoms do not require hospitalization.   https://t.co/9fC7LkxabA https://t.co/m0L6c1E1eH	1237434301387608064
	@tsitraami @GalWoomy_ I mean, there was corona bafore, but this one cam outta nowhere! and those who got sick suddenly wanted to replicate the movie "around the world in 80 days"!  poor italy, they're so badly hit!	1236900080717832192
	Corona virus- people will get sick and some will die just like every other flu we have ever had and not as bad as some that have come before. The left along with the MSM are selling panic, shutting down universities and events intent of taking the economy down to defeat Trump.	1237760181758578692
	Hand wash . Don’t touch your face . Cover your cough . Stay away from crowds if you are not well . Hand wash . Wash your hands . Wash your right hand . Wash your left hand. Don’t touch your face. COVID19 can’t spread through clean hands ! Follow your local health team advice . 🙏🏼	1233314202619695119
	@OzzieV3 @itsJeffTiedrich @realDonaldTrump You are not very bright, PinocchioDon. Many cases are unreported because symptoms are mild to nonexistent. Of those who suspect they have it and get tested, tests results give less than 5% positive for corona-virus.	1238714664491630597
	@IngrahamAngle if @realDonaldTrump  got a #coronavirus test without any symptoms he would have been persecuted for wasting a test kit.	1237202054227144705
	HSE test you it you've been in close contact with a confirmed case or somewhere covid19 has spread (last 14 days). If you've symptoms but can't confirm close contact or travel history you don't get tested. Is covid19 under reported? @HSELive @SimonHarrisTD #coronavirus #COVID19	1237525722689728512
	Inequalities of US health system put coronavirus fight at risk, experts say  https://t.co/le4d0LAnOl  US NO LONGER AN ADVANCED NATION. 🛑SAYING IT IS.	1233567286989950976
	"It is difficult to say when you should be concerned"  An infectious diseases expert tells LBC News not everyone who is infected with coronavirus will experience visible symptoms.  https://t.co/KiHmVI7OOA	1235146744796770304
	Companies are putting out hand sanitizer. But for years, many have campaigned against sick pay. https://t.co/qhpugefw61	1237363301195173888
	Is one of the symptoms of coronavirus scouring the internet for every possible article about coronavirus	1237508979930038278
	@misterg16 @kasie @AlexNBCNews Do what? Health care professionals will be too sick to help them if they don’t take care of their benefits...has nothing to do with with the Hippocratic oath or nursing code of ethics. Coronavirus doesn’t discriminate between a congress member or a janitor.	1236893283780947968
	@akshaykumar Hi Akshay, spread of coronavirus can be controlled with frequent hand washing and self quarantine (if person has symptoms). Can you plz help to spread this message in India. This will definitely be a great help at this critical time.	1235381370576195584
	My housemate had a 102 fever this morning so I forced him to go to the ER to get tested for corona 😭 (he tested negative)	1237183479017877510
